Suministro e instalación de un sistema de absorbedores químicos para la limpieza de los gases generados por la batería de hornos LPCVD de la Sala Blanca, cofinanciado FEDER "MINATEC PLUS2" FICTS2019-02-40, con destino al Instituto de Microelectrónica de Barcelona	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	02/03/2022	44020,00€	Abatement & Vacuum Technology, SL.  - B86222874	
Servicio de soporte y mantenimiento de infraestructuras de sistemas y comunicaciones para la Secretaría General Adjunta de Informática	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	02/03/2022	6599,00€, 945,59€	¿Desierto?	
CONTRATACIÓN DERIVADA AM1/20 (Suministro de nitrógeno líquido a granel) con destino al Instituto de Ganadería de Montaña de León.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	02/03/2022	115,50€	AL AIR LIQUIDE ESPAÑA S.A..  - A28016814	
Servicio de vigilancia y protección destinado a las dependencias de Puerta de Hierro I y II del Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	02/03/2022	-	¿Desierto?	
Fabricación y suministro de marcos y montaje, conformado y canteo de facetas para los helióstatos de los campos CESA-I Y CRS de la Plataforma Solar de Almería	Ministerio de Ciencia, Innovación y Universidades	Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).	Abierto	02/03/2022	1602088,00€	SALVICON MONTAJE.  - B90349861	
Servicios de vigilancia de seguridad en los centros del CIEMAT en Madrid, CEDER-Soria, y CETA-Trujillo.	Ministerio de Ciencia, Innovación y Universidades	Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).	Abierto	02/03/2022	960626,38€, 179970,32€	¿Desierto?	
Suministro de nitrógeno líquido a granel y el arrendamiento de las instalaciones criogénicas necesarias para dicho abastecimiento, con destino al INSTITUTO DE CIENCIA Y TECNOLOGÍA DEL CARBONO	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	01/03/2022	17430,00€	S.E. CARBUROS METÁLICOS S.A..  - A08015646	
Suministro e instalación de una enfriadora con gas R32 y compresores scroll, y de equipos de aire acondicionado de volumen de refrigerante variable, destinado al Instituto de Agroquímica y Tecnología de los Alimentos.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	28/02/2022	53048,09€	climatega s.l.u.  - B15743198	
Servicio de conductor de diversos Centros e Institutos de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	28/02/2022	14332,00€, 29500,00€	¿Desierto?	
CONTRATO DERIVADO DEL ACUERDO MARCO AM1/20 (Suministro de nitrógeno líquido a granel) con destino a la Estación Experimental de Zonas Áridas.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	28/02/2022	3333,00€	AL AIR LIQUIDE ESPAÑA S.A..  - A28016814	
CONTRATO DERIVADO DEL ACUERDO MARCO AM1/20 (Suministro de nitrógeno líquido a granel) con destino al Centro de Investigación en Nanomateriales y Nanotecnología	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	28/02/2022	585,00€	AL AIR LIQUIDE ESPAÑA S.A..  - A28016814	
Obras de reforma de la instalación de climatización con destino al Instituto de Investigación en Inteligencia Artificial.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	25/02/2022	731923,96€	ENERGRUP BIO RENOVABLES S.L..  - B64448947	
Servicio de gestión, configuración y administración de las infraestructuras de comunicaciones y seguridad de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	25/02/2022	500600,00€	SISTEMAS AVANZADOS DE TECNOLOGÍA, S.A..  - A33117995	
CONTRATACIÓN DERIVADA AM1/20 (Suministro de nitrógeno líquido a granel y arrendamiento de las instalaciones criogénicas necesarias para dicho abastecimiento) con destino al Instituto de Catálisis y Pretroleoquímica	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	25/02/2022	32580,00€	S.E. CARBUROS METÁLICOS S.A..  - A08015646	
Obras de construcción del nuevo edificio para el Sistema de Observación Costero de las Islas Baleares (SOCIB) de la Agencia Estatal Consejo Superior de Investigaciones Cientificas M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	24/02/2022	6240398,00€	OBRASCON HUARTE LAIN SA.  - A48010573	
Suministro e instalación de un reflectómetro espectroscópico destinado al Instituto de Microelectrónica de Barcelona.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	24/02/2022	172000,00€	Onto Innovation.  - 94 2276314	
Servicio de mantenimiento del edificio e instalaciones y mantenimiento de equipos elevadores en la Delegación del CSIC en la Comunidad Valenciana	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	24/02/2022	17935,09€	FULTON SERVICIOS INTEGRALES SA.  - A97152094	
Servicio de mantenimiento del edificio e instalaciones y mantenimiento de equipos elevadores en la Delegación del CSIC en la Comunidad Valenciana	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	24/02/2022	17935,09€	FULTON SERVICIOS INTEGRALES SA.  - A97152094	
Suministro de pienso para animales de laboratorio durante el periodo 01/03/2022 a 31/05/2022	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	24/02/2022	12350,40€	ENVIGO RMS SPAIN S.L..  - B08924458	
Suministro de pienso para animales de laboratorio durante el periodo 01/03/2022 a 31/05/2022	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	24/02/2022	12350,40€	ENVIGO RMS SPAIN S.L..  - B08924458	
Suministro e instalación de dos equipos portátiles/compactos de Difracción de RX y Fluorescencia RX, cofinanciado por la Unión Europea - NextGenerationEU por el Mecanismo de Recuperación y Resiliencia. Código proyecto: C17.I7 con destino al C.N. INSTITUTO GEOLOGICO Y MINERO DE ESPAÑA.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	24/02/2022	-	¿Desierto?	
Servicio de vigilancia y control radiológico en actividades de  rehabilitación y desmantelamiento de instalaciones nucleares y radiactivas del CIEMAT	Ministerio de Ciencia, Innovación y Universidades	Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).	Abierto	24/02/2022	234500,00€	MARSEIN, S.A..  - A58490723	
Servicio de portero-recepcionista en diversos Centros e Institutos de Madrid y Cataluña de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	23/02/2022	293435,14€	ANDANZA- ANDANZA EMPLEA OUTSOURCING CSIC CATALUÑA.  - 275924	
Servicio de portero-recepcionista en diversos Centros e Institutos de Madrid y Cataluña de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	23/02/2022	293435,14€	ANDANZA- ANDANZA EMPLEA OUTSOURCING CSIC CATALUÑA.  - 275924	
Servicio de mantenimiento de las unidades de microscopía e histología, con destino al Instituto de Neurociencias	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	23/02/2022	42745,00€	LEICA MICROSISTEMAS S.L.U.  - B58521147	
Servicio para conseguir un mejor posicionamiento de candidaturas de proyectos de investigación en el ámbito nacional e internacional	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	23/02/2022	14500,00€	INNOVACIÓN Y DESARROLLO LOCAL, S.L..  - B82342221	
Servicio para conseguir un mejor posicionamiento de candidaturas de proyectos de investigación en el ámbito nacional e internacional	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	23/02/2022	14500,00€	INNOVACIÓN Y DESARROLLO LOCAL, S.L..  - B82342221	
Ultracongelador -86ºC	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	23/02/2022	12656,54€	FISHER SCIENTIFIC S.L..  - B84498955	
Ultracongelador -86ºC	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	23/02/2022	12656,54€	FISHER SCIENTIFIC S.L..  - B84498955	
Servicio de comunicación, difusión y publicidad para el Instituto de Ciencias Matemáticas del Centro de Física Teórica y Matemáticas y para el Centro de Edafología y Biología Aplicada de Segura	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	23/02/2022	6450,00€, 6850,00€	¿Desierto?	
Contratación del suministro de licencias del Software Share Gate durante 1 año, con destino al Ministerio de Ciencia e Innovación.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	23/02/2022	4470,00€	TECNICOS ASOCIADOS INFORMATICA SA.  - A79054748	
Contratación del suministro de licencias del Software Share Gate durante 1 año, con destino al Ministerio de Ciencia e Innovación.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	23/02/2022	4470,00€	TECNICOS ASOCIADOS INFORMATICA SA.  - A79054748	
Suministro e instalación de una bancada automatizada para el testeo de módulos electroquímicos destinada al Instituto Mixto de Tecnología Química.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	22/02/2022	226801,00€	Nuevas Técnicas de Automatización Industrial S.L..  - B96492442	
Suministro e instalación de una bancada automatizada para el testeo de módulos electroquímicos destinada al Instituto Mixto de Tecnología Química.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	22/02/2022	226801,00€	Nuevas Técnicas de Automatización Industrial S.L..  - B96492442	
Suministro e instalación para la sustitución de equipos frigoríficos y sistemas de control de 10 cámaras de obra, con destino al Instituto de Agricultura Sostenible	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	22/02/2022	109200,00€	servicio de asistencia tecnica frigus s.l..  - b54921119	
Suministro e instalación para la sustitución de equipos frigoríficos y sistemas de control de 10 cámaras de obra, con destino al Instituto de Agricultura Sostenible	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	22/02/2022	109200,00€	servicio de asistencia tecnica frigus s.l..  - b54921119	
Suministro e instalación de inyector de pirolisis y cromatógrafo de gases con detector de masas, cofinanciado con fondos Feder Ref. EQC2019-005871-P con destino al C.N. INSTITUTO ESPAÑOL DE OCEANOGRAFIA	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	22/02/2022	97499,00€	APLICACIONES CROMATOGRAFICAS, S.L..  - B30526453	
20 minibombas osmóticas	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	22/02/2022	9263,10€	CHARLES RIVES LABORATORIES ESPAÑA S.A..  - A58638990	
20 minibombas osmóticas	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Contrato Menor	22/02/2022	9263,10€	CHARLES RIVES LABORATORIES ESPAÑA S.A..  - A58638990	
Suministro e instalación de un sistema de microscopía invertida motorizado, cofinanciado por "GROWCEAN" del Consejo Europeo de Investigación e innovación Horizonte 2020 de la Unión Europea  (acuerdo de subvención nº 949745) con destino al INSTITUTO DE BIOLOGIA EVOLUTIVA	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	22/02/2022	-	¿Desierto?	
Suministro e instalación de un sistema de microscopía invertida motorizado, cofinanciado por "GROWCEAN" del Consejo Europeo de Investigación e innovación Horizonte 2020 de la Unión Europea  (acuerdo de subvención nº 949745) con destino al INSTITUTO DE BIOLOGIA EVOLUTIVA	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	22/02/2022	-	¿Desierto?	
Servicio de Dirección de ejecución de obra (Arquitecto tecnico o equivalente), Aprobacion y control y seguimiento de la Seguridad y salud de las obras de construcción de nuevo edificio para el Sistema de Observación Costero de las Islas Baleares (SOCIB), cofinanciado FEDER 2020/1095 csic 1/20 con destino CSIC - ORGANIZACIÓN CENTRAL.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	18/02/2022	124200,00€	INVESTIGACIÓN Y CONTROL DE CALIDAD, S.A.U. (INCOSA).  - A24036691	
Servicio de Dirección de ejecución de obra (Arquitecto tecnico o equivalente), Aprobacion y control y seguimiento de la Seguridad y salud de las obras de construcción de nuevo edificio para el Sistema de Observación Costero de las Islas Baleares (SOCIB), cofinanciado FEDER 2020/1095 csic 1/20 con destino CSIC - ORGANIZACIÓN CENTRAL.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	18/02/2022	124200,00€	INVESTIGACIÓN Y CONTROL DE CALIDAD, S.A.U. (INCOSA).  - A24036691	
Servicio de vigilancia con destino al Instituto Pirenaico de Ecología	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	18/02/2022	68000,00€	SABICO SEGURIDAD, S.A..  - A20202487	
Servicio de mantenimiento integrado de software y de hardware de los detectores táctiles de presencia para el cumplimiento horario instalados en todas las sedes con destino al C.N. INSTITUTO ESPAÑOL DE OCEANOGRAFIA	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto Simplificado	17/02/2022	15600,00€	spec, s.a..  - a08537300	
Servicio de mantenimiento de jardines para la sede central del Instituto de Astrofísica de Canarias	Ministerio de Ciencia e Innovación	Dirección del Instituto de Astrofísica de Canarias.	Abierto	17/02/2022	16872,35€	SERVINJACA  S.L..  - B38677142	
Servicio de mantenimiento de jardines para la sede central del Instituto de Astrofísica de Canarias	Ministerio de Ciencia e Innovación	Dirección del Instituto de Astrofísica de Canarias.	Abierto	17/02/2022	16872,35€	SERVINJACA  S.L..  - B38677142	
Suministro de un acelerador lineal de electrones para la investigación preclínica de la radioterapia Flash	Ministerio de Ciencia, Innovación y Universidades	Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).	Abierto	17/02/2022	999000,00€	COMERCIAL CENTRO MEDICO, S.L..  - B50090059	
Suministro de un acelerador lineal de electrones para la investigación preclínica de la radioterapia Flash	Ministerio de Ciencia, Innovación y Universidades	Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT).	Abierto	17/02/2022	999000,00€	COMERCIAL CENTRO MEDICO, S.L..  - B50090059	
Contrato menor del suministro de una máquina plastificadora para el Museo Nacional de Ciencia y Tecnología en Madrid.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	17/02/2022	58,39€	DISTRIBUCIONES FIGUREX MADRID, S.L..  - B88331475	
Contrato menor del suministro de una máquina plastificadora para el Museo Nacional de Ciencia y Tecnología en Madrid.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	17/02/2022	58,39€	DISTRIBUCIONES FIGUREX MADRID, S.L..  - B88331475	
Suministro e instalación de instrumentación avanzada para detección de neutrones (HENSA++) destinado al Instituto de Física Corpuscular, de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	243800,00€	ALIBAVA SYSTEMS, S.L..  - B65653677	
Suministro e instalación de instrumentación avanzada para detección de neutrones (HENSA++) destinado al Instituto de Física Corpuscular, de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	243800,00€	ALIBAVA SYSTEMS, S.L..  - B65653677	
Suministro e instalación de mobiliario de laboratorio, de vitrinas de gases, armarios de seguridad y otros elementos, y de un equipo de purificación de agua, divididos en 3 lotes, destinados al Instituto de Ciencias del Patrimonio.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	151900,95€	ROMERO MUEBLES DE LABORATORIO S.A..  - A28476547	
Suministro e instalación de mobiliario de laboratorio, de vitrinas de gases, armarios de seguridad y otros elementos, y de un equipo de purificación de agua, divididos en 3 lotes, destinados al Instituto de Ciencias del Patrimonio.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	151900,95€	ROMERO MUEBLES DE LABORATORIO S.A..  - A28476547	
Servicio de mantenimiento del edificio e instalaciones y de los sistemas de protección contra incendios del Instituto de Biomedicina de Valencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M. P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	930,00€, 34969,64€	¿Desierto?	
Servicio de mantenimiento del edificio e instalaciones y de los sistemas de protección contra incendios del Instituto de Biomedicina de Valencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M. P.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	16/02/2022	34969,64€, 930,00€	¿Desierto?	
Suministro de máquinas de fabricación de elementos ópticos hasta 500 mm, con financiación procedente del mecanismo de Recuperación y Resiliencia de la Unión Europea – Nextgenerationeu	Ministerio de Ciencia e Innovación	Dirección del Instituto de Astrofísica de Canarias.	Abierto	16/02/2022	162873,00€, 785900,60€	¿Desierto?	
Suministro de máquinas de fabricación de elementos ópticos hasta 500 mm, con financiación procedente del mecanismo de Recuperación y Resiliencia de la Unión Europea – Nextgenerationeu	Ministerio de Ciencia e Innovación	Dirección del Instituto de Astrofísica de Canarias.	Abierto	16/02/2022	785900,60€, 162873,00€	¿Desierto?	
Servicio de portero-recepcionista para los Centros e Institutos de Madrid, Aragón, León, Murcia y Baleares.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	15/02/2022	29180,12€	ANDANZA EMPLEA S.L.  - B13535331	
Servicio de portero-recepcionista para los Centros e Institutos de Madrid, Aragón, León, Murcia y Baleares.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	15/02/2022	29180,12€	ANDANZA EMPLEA S.L.  - B13535331	
CONTRATACIÓN DERIVADA AM1/20 (Suministro de nitrógeno líquido a granel y arrendamiento de las instalaciones criogénicas necesarias para dicho abastecimiento) con destino al Instituto de Química Física Rocasolano	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	15/02/2022	26088,00€	LINDE GAS ESPAÑA, S.A.U..  - A08007262	
CONTRATACIÓN DERIVADA AM1/20 (Suministro de nitrógeno líquido a granel y arrendamiento de las instalaciones criogénicas necesarias para dicho abastecimiento) con destino al Instituto de Química Física Rocasolano	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Derivado de acuerdo marco	15/02/2022	26088,00€	LINDE GAS ESPAÑA, S.A.U..  - A08007262	
Contrato suministro de 2 Mac Book Pro para el Ministerio de Ciencia e Innovación.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	15/02/2022	5350,00€	INTEGRACION TECNOLOGICA EMPRESARIAL S.L.UNIPERSONAL.  - B83385575	
Contrato suministro de 2 Mac Book Pro para el Ministerio de Ciencia e Innovación.	Ministerio de Ciencia e Innovación	Subsecretaría de Ciencia e Innovación.	Contrato Menor	15/02/2022	5350,00€	INTEGRACION TECNOLOGICA EMPRESARIAL S.L.UNIPERSONAL.  - B83385575	
Suministro e instalación de una plataforma de imagen para estudios fisiopatológicos in vivo de enfermedades infecciosas y degenerativas, destinado al Instituto de Parasitología y Biomedicina “López Neyra”.	Ministerio de Ciencia, Innovación y Universidades	Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P..	Abierto	14/02/2022	185215,46€, 5530,20€, 30600,00€	¿Desierto?	
